GKGRECORDID,V2_1DATE,V2SOURCECOLLECTIONIDENTIFIER,V2SOURCECOMMONNAME,V2DOCUMENTIDENTIFIER,V1COUNTS,V2_1COUNTS,V1THEMES,V2ENHANCEDTHEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V1PERSONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1_5TONE,V2_1ENHANCEDDATES,V2GCAM,V2_1SHARINGIMAGE,V2_1RELATEDIMAGES,V2_1SOCIALIMAGEEMBEDS,V2_1SOCIALVIDEOEMBEDS,V2_1QUOTATIONS,V2_1ALLNAMES,V2_1AMOUNTS,V2_1TRANSLATIONINFO,V2EXTRASXML
20170417121500-729	20170417121500	1	thejournal.ie	http://www.thejournal.ie/arkansas-executions-11-3344096-Apr2017/			TAX_FNCACT;TAX_FNCACT_JUDGE;TRIAL;TAX_FNCACT_LAWYERS;DEATH_PENALTY;KILL;CRISISLEX_T03_DEAD;LEADER;TAX_FNCACT_GOVERNOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;TAX_FNCACT_OFFICIALS;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2456_DRUGS_AND_NARCOTICS;CRISISLEX_CRISISLEXREC;TAX_ETHNICITY;TAX_ETHNICITY_IRISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_IRISH;TAX_FNCACT_SOLICITOR;CONSTITUTIONAL;TAX_FNCACT_CIRCUIT_JUDGE;TAX_FNCACT_DISTRIBUTOR;TAX_DISEASE;TAX_DISEASE_DIAPHRAGM;ARREST;PROTEST;GENERAL_HEALTH;MEDICAL;WB_1406_DISEASES;WB_1430_MENTAL_HEALTH;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;	KILL,482;CRISISLEX_T03_DEAD,482;TAX_FNCACT_CIRCUIT_JUDGE,2364;TAX_FNCACT_SOLICITOR,1469;LEADER,546;LEADER,2722;TAX_FNCACT_GOVERNOR,546;TAX_FNCACT_GOVERNOR,2722;PROTEST,2701;TAX_DISEASE_DIAPHRAGM,2557;CRISISLEX_CRISISLEXREC,1345;CRISISLEX_CRISISLEXREC,2793;TAX_FNCACT_JUDGE,108;TAX_FNCACT_JUDGE,594;TAX_FNCACT_JUDGE,665;TAX_FNCACT_JUDGE,1007;TAX_FNCACT_JUDGE,2364;TAX_FNCACT_JUDGE,2916;TAX_FNCACT_JUDGE,3065;TAX_FNCACT_DISTRIBUTOR,2462;DEATH_PENALTY,383;ARREST,2609;GENERAL_HEALTH,3250;MEDICAL,3250;SOC_POINTSOFINTEREST_PRISON,690;SOC_POINTSOFINTEREST_PRISON,1826;SOC_POINTSOFINTEREST_PRISON
20170417121500-730	20170417121500	1	dnaindia.com	http://www.dnaindia.com/academy/report-markets-move-down-for-3rd-day-on-muted-global-leads-2405246			ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_ECON_PRICE;TAX_ETHNICITY_JAPANESE;TAX_WORLDLANGUAGES_JAPANESE;WB_1135_CURRENT_ACCOUNT;WB_441_BALANCE_OF_PAYMENTS;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_DEFICIT;TAX_FNCACT;TAX_FNCACT_TRADERS;TAX_ETHNICITY_ASIAN;ENV_COAL;ECON_ELECTRICALGRID;ECON_HOUSING_PRICES;EPU_ECONOMY_HISTORIC;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES_CHINESE;EPU_ECONOMY;WB_471_ECONOMIC_GROWTH;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;	GENERAL_GOVERNMENT,1888;EPU_POLICY_GOVERNMENT,1888;TAX_ETHNICITY_ASIAN,1342;TAX_ETHNICITY_ASIAN,1688;ECON_INFLATION,236;ECON_INFLATION,865;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,236;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,865;WB_442_INFLATION,236;WB_442_INFLATION,865;TAX_ETHNICITY_KOREAN,368;TAX_WORLDLANGUAGES_KOREAN,368;WB_1135_CURRENT_ACCOUNT,1184;WB_441_BALANCE_OF_PAYMENTS,1184;USPEC_POLICY1,1192;EPU_POLICY_DEFICIT,1192;EPU_ECONOMY,1738;TAX_FNCACT_TRADERS,1278;ECON_HOUSING_PRICES,1525;ECON_ELECTRICALGRID,1468;TAX_ECON_PRICE,842;EPU_ECONOMY_HISTORIC,1623;WB_471_ECONOMIC_GROWTH,1745;TAX_ETHNICITY_JAPANESE,1111;TAX_WORLDLANGUAGES_JAPANESE,1111;ENV_COAL,1370;TAX_ETHNICITY_CHINESE
20170417121500-731	20170417121500	1	turkishny.com	http://www.turkishny.com/merve-ebnem-oruc/167-merve-ebnem-oruc/240008-turkeys-presidential-system-erdogans-legacy			LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_ETHNICITY;TAX_ETHNICITY_TURKISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TURKISH;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_MSM;SLFID_DICTATORSHIP;MANMADE_DISASTER_IMPLIED;UNGP_FORESTS_RIVERS_OCEANS;PROTEST;URBAN;WB_699_URBAN_DEVELOPMENT;TAX_ETHNICITY_ARAB;KILL;CRISISLEX_T03_DEAD;TAX_FNCACT_LEADERS;EPU_CATS_MIGRATION_FEAR_FEAR;AFFECT;REFUGEES;CRISISLEX_C05_NEED_OF_SHELTERS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TRIAL;WB_2473_DIPLOMACY_AND_NEGOTIATIONS;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2471_PEACEKEEPING;TERROR;ARMEDCONFLICT;BORDER;SOC_USSECURITYAGENCIES;SOC_EXPRESSREGRET;ENV_OIL;WB_698_TRADE;TAX_FNCACT_LEADER;NEGOTIATIONS;WB_2478_PEACE_PROCESSES_AND_DIALOGUE;TAX_ETHNICITY_KURD;BAN;CEASEFIRE;EPU_CATS_NATIONAL_SECURITY;DEMOCRACY;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_DEMOCRATIC_UNION_PARTY;TAX_ETHNICITY_KURDS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;WB_498_EDUCATION_FINANCE;WB_1540_ECONOMICS_OF_EDUCATION;WB_1490_PRIVATE_EDUCATION;WB_470_EDUCATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CORRUPTION;SCANDAL;GOV_WIRETAPPING;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;UNREST_BELLIGERENT;ELECTION;REBELLION;TAX_ETHNICITY_BLACK;PROPAGANDA;WB_695_POVERTY;WB_1153_MIDDLE_CLASS;WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY;WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS;TAX_RELIGION;TAX_RELIGION_MUSLIM;TAX_ETHNICITY_MUSLIM;TAX_FNCACT_CITIZENS;RELIGION;CRISISLEX_CRISISLEXREC;CONSTITUTIONAL;EPU_ECONOMY_HISTORIC;	WB_2433_CONFLICT_AND_VIOLENCE,1285;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,1285;EPU_CATS_NATIONAL_SECURITY,2263;EPU_CATS_NATIONAL_SECURITY,2645;EPU_CATS_NATIONAL_SECURITY,3726;SOC_USSECURITYAGENCIES,1770;WB_498_EDUCATION_FINANCE,2884;WB_1540_ECONOMICS_OF_EDUCATION,2884;WB_1490_PRIVATE_EDUCATION,2884;WB_470_EDUCATION,2884;TAX_FNCACT_LEADERS,1038;BORDER,1756;TAX_RELIGION_MUSLIM,5345;TAX_ETHNICITY_MUSLIM,5345;ELECTION,3783;ELECTION,4067;ELECTION,4096;ELECTION,4190;ELECTION,4310;SCANDAL,3087;GOV_WIRETAPPING,3117;TAX_FNCACT_CITIZENS,5354;WB_695_POVERTY,5053;WB_1153_MIDDLE_CLASS,5053;WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,5053;WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,5053;TAX_ETHNICITY_KURD
20170417121500-732	20170417121500	1	columbustelegram.com	http://columbustelegram.com/people/kendall-jenner-and-a-ap-rocky-all-over-each-other/article_1399a9f4-662e-5c5d-80a9-bd8c47424b7d.html			USPEC_POLITICS_GENERAL1;INFO_RUMOR;MEDIA_MSM;CRIME_COMMON_ROBBERY;EPU_CATS_MIGRATION_FEAR_FEAR;	EPU_CATS_MIGRATION_FEAR_FEAR,1407;MEDIA_MSM,461;USPEC_POLITICS_GENERAL1,97;USPEC_POLITICS_GENERAL1,395;CRIME_COMMON_ROBBERY,1363;INFO_RUMOR,165;	2#California,United States#US#USCA#36.17#-119.746#CA;3#Coachella,California,United States#US#USCA#33.6803#-116.174#1652686;4#London,London,City Of,United Kingdom#UK#UKH9#51.5#-0.116667#-2601889	3#Coachella,California,United States#US#USCA#CA065#33.6803#-116.174#1652686#76;2#California,United States#US#USCA##36.17#-119.746#CA#427;4#London,London,City Of,United Kingdom#UK#UKH9#40110#51.5#-0.116667#-2601889#897	albert hall;rakim mayers;kendall jenner	Albert Hall,931;Albert Hall,1011;Rakim Mayers,1300;Kendall Jenner,15	gucci	Gucci,685	1.14613180515759,4.29799426934097,3.15186246418338,7.44985673352436
20170417121500-733	20170417121500	1	asiaone.com	http://forums.asiaone.com/showthread.php?s=b2449517386b12285cabcbc59e47f9e0&p=1968165			EPU_CATS_REGULATION;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_680_PERSONAL_DATA_PROTECTION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_CRISISLEXREC;	EPU_CATS_REGULATION,115;CRISISLEX_CRISISLEXREC,433;WB_678_DIGITAL_GOVERNMENT,211;WB_670_ICT_SECURITY,211;WB_680_PERSONAL_DATA_PROTECTION,211;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,211;	1#Singapore#SN#SN#1.3667#103.8#SN	1#Singapore#SN#SN##1.3667#103.8#SN#139			singapore press holdings ltd	Singapore Press Holdings Ltd,158	-2.46913580246914,2.46913580246914,4.93827160493827,7.40740740740741,19.7530864197531,6.17283950617284,71	1#0#0#2014#146	wc:71,c12.1:5,c12.10:10,c12.12:3,c12.13:4,c12.14:3,c12.3:3,c12.5:2,c12.7:5,c12.8:4,c12.9:5,c13.14:1,c14.1:4,c14.10:2
20170417121500-734	20170417121500	1	realclearpolitics.com	http://www.realclearpolitics.com/articles/2017/04/17/why_its_patriots_day_not_nationalists_day_133615.html	KILL#3##2#Florida,United States#US#USFL#27.8333#-81.717#FL;WOUND#200#thers#2#Florida,United States#US#USFL#27.8333#-81.717#FL;	KILL#3##2#Florida,United States#US#USFL#27.8333#-81.717#FL#474;WOUND#200#thers#2#Florida,United States#US#USFL#27.8333#-81.717#FL#493;	TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;GEN_HOLIDAY;TERROR;REBELS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2445_NON_STATE_SECURITY_ACTORS;CRISISLEX_C07_SAFETY;CRISISLEX_CRISISLEXREC;TAX_WEAPONS;TAX_WEAPONS_BOMBS;CRISISLEX_T01_CAUTION_ADVICE;KILL;WOUND;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;CRISISLEX_C03_WELLBEING_HEALTH;TAX_FNCACT;TAX_FNCACT_CITIZENS;GENERAL_HEALTH;MEDICAL;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_WRITER;TAX_FNCACT_HERO;DISCRIMINATION;WB_615_GENDER;ECON_DEBT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_450_DEBT;UNGP_FORESTS_RIVERS_OCEANS;EPU_POLICY;EPU_POLICY_POLITICAL;TAX_FNCACT_CITIZEN;TAX_ECON_PRICE;MEDIA_MSM;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_2089_ETHICS_AND_CODES_OF_CONDUCT;USPEC_POLICY1;EPU_POLICY_POLICY;TAX_FNCACT_COLUMNIST;DISASTER_FIRE;LEGISLATION;EPU_POLICY_LAW;SLFID_RULE_OF_LAW;SOVEREIGNTY;	KILL,482;TERROR,274;REBELS,274;WB_2433_CONFLICT_AND_VIOLENCE,274;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS,274;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,274;WB_2445_NON_STATE_SECURITY_ACTORS,274;CRISISLEX_C07_SAFETY,274;EPU_POLICY_POLITICAL,2722;TAX_WORLDLANGUAGES_MASSACHUSETTS,62;WB_696_PUBLIC_SECTOR_MANAGEMENT,3417;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,3417;WB_723_PUBLIC_ADMINISTRATION,3417;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,3417;WB_2089_ETHICS_AND_CODES_OF_CONDUCT,3417;GENERAL_HEALTH,665;MEDICAL,665;UNGP_FORESTS_RIVERS_OCEANS,2417;CRISISLEX_CRISISLEXREC,355;DISCRIMINATION,1858;TAX_ECON_PRICE,2940;ECON_DEBT,2059;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT
20170417121500-735	20170417121500	1	mgoblog.com	http://mgoblog.com/frontpage?page=529,2,1,1,0,0,1,0					2#Georgia,United States#US#USGA#32.9866#-83.6487#GA;2#Alabama,United States#US#USAL#32.799#-86.8073#AL;3#East Lansing,Michigan,United States#US#USMI#42.737#-84.4839#625219;3#Ann Arbor,Michigan,United States#US#USMI#42.2709#-83.7263#620133;3#Ottawa Lake,Michigan,United States#US#USMI#41.7642#-83.7474#1621124;2#Missouri,United States#US#USMO#38.4623#-92.302#MO;2#Texas,United States#US#USTX#31.106#-97.6475#TX;3#Washington,Washington,United States#US#USDC#38.8951#-77.0364#531871;3#Jordan Hill,Illinois,United States#US#USIL#39.0339#-88.2109#411250;2#Minnesota,United States#US#USMN#45.7326#-93.9196#MN;2#Illinois,United States#US#USIL#40.3363#-89.0022#IL;3#Novi High School,Michigan,United States#US#USMI#42.4649#-83.4941#2344221;2#Indiana,United States#US#USIN#39.8647#-86.2604#IN;3#San Diego
20170417121500-736	20170417121500	1	dispatch.com	http://www.dispatch.com/news/20170417/one-man-killed-2-others-wounded-in-early-morning-shooting	WOUND#2##0######;CRISISLEX_T02_INJURED#2##0######;KILL#2##0######;CRISISLEX_CRISISLEXREC#2##0######;CRISISLEX_T02_INJURED#2##0######;CRISISLEX_T03_DEAD#2##0######;CRISISLEX_T03_DEAD#2##0######;	WOUND#2##0#######72;CRISISLEX_T02_INJURED#2##0#######72;KILL#2##0#######270;CRISISLEX_CRISISLEXREC#2##0#######270;CRISISLEX_T02_INJURED#2##0#######270;CRISISLEX_T03_DEAD#2##0#######270;CRISISLEX_T03_DEAD#2##0#######270;	SOC_GENERALCRIME;TAX_FNCACT;TAX_FNCACT_DETECTIVES;TAX_FNCACT_MAN;KILL;CRISISLEX_T03_DEAD;WOUND;CRISISLEX_T02_INJURED;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;CRISISLEX_CRISISLEXREC;MANMADE_DISASTER_IMPLIED;UNGP_FORESTS_RIVERS_OCEANS;CRIME_COMMON_ROBBERY;	WOUND,94;CRISISLEX_T02_INJURED,94;CRIME_COMMON_ROBBERY,520;UNGP_FORESTS_RIVERS_OCEANS,412;MANMADE_DISASTER_IMPLIED,328;SOC_GENERALCRIME,18;TAX_FNCACT_DETECTIVES,29;KILL,70;CRISISLEX_T03_DEAD,70;SECURITY_SERVICES,148;SECURITY_SERVICES,465;SECURITY_SERVICES,597;TAX_FNCACT_POLICE,148;TAX_FNCACT_POLICE,465;TAX_FNCACT_POLICE,597;CRISISLEX_C07_SAFETY,148;CRISISLEX_C07_SAFETY,465;CRISISLEX_C07_SAFETY,597;CRISISLEX_CRISISLEXREC,296;TAX_FNCACT_MAN,59;TAX_FNCACT_MAN,276;							-7.9646017699115,0,7.9646017699115,7.9646017699115,27.4336283185841,0
20170417121500-737	20170417121500	1	swarajyamag.com	https://swarajyamag.com/insta/centre-to-back-army-officer-who-decided-to-use-alleged-stone-pelter-as-human-shield			GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;MILITARY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT;TAX_FNCACT_OFFICER;TAX_FNCACT_ARMY_OFFICER;ORGANIZED_CRIME;ELECTION;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT_SOLDIERS;BORDER;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_JAWANS;MEDIA_MSM;TAX_FNCACT_MINISTER;UNGP_FORESTS_RIVERS_OCEANS;	GENERAL_GOVERNMENT,23;GENERAL_GOVERNMENT,281;GENERAL_GOVERNMENT,994;EPU_POLICY_GOVERNMENT,23;EPU_POLICY_GOVERNMENT,281;EPU_POLICY_GOVERNMENT,994;MILITARY,52;MILITARY,119;MILITARY,748;MILITARY,978;MILITARY,1034;TAX_WORLDLANGUAGES_JAWANS,512;TAX_MILITARY_TITLE_OFFICERS,205;TAX_MILITARY_TITLE_OFFICERS,379;TAX_FNCACT_OFFICERS,205;TAX_FNCACT_OFFICERS,379;TAX_FNCACT_ARMY_OFFICER,60;TAX_FNCACT_ARMY_OFFICER,1042;BORDER,457;TAX_MILITARY_TITLE_SOLDIERS,420;TAX_FNCACT_SOLDIERS,420;MEDIA_MSM,697;SECURITY_SERVICES,464;SECURITY_SERVICES,505;TAX_FNCACT_POLICE,464;TAX_FNCACT_POLICE,505;CRISISLEX_C07_SAFETY
20170417121500-738	20170417121500	1	newsnow.in	http://www.newsnow.in/news/why-non-food-credit-data-is-losing-its-relevance			ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;TAX_ECON_PRICE;FOOD_SECURITY;UNGP_AFFORDABLE_NUTRITIOUS_FOOD;CRISISLEX_O01_WEATHER;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;PUBLIC_TRANSPORT;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;	ECON_WORLDCURRENCIES_DOLLAR,1547;TAX_ETHNICITY_INDIAN,605;TAX_ETHNICITY_INDIAN,685;USPEC_POLICY1,613;USPEC_POLICY1,693;EPU_ECONOMY,613;EPU_ECONOMY,693;EPU_ECONOMY_HISTORIC,613;EPU_ECONOMY_HISTORIC,693;TAX_ECON_PRICE,456;TAX_ECON_PRICE,1330;ECON_INFLATION,422;ECON_INFLATION,1228;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,422;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,1228;WB_442_INFLATION,422;WB_442_INFLATION,1228;PUBLIC_TRANSPORT,1065;FOOD_SECURITY,456;UNGP_AFFORDABLE_NUTRITIOUS_FOOD,456;CRISISLEX_O01_WEATHER,461;	1#India#IN#IN#20#77#IN	1#India#IN#IN##20#77#IN#1311			credit suisse;moody	Credit Suisse,967;Moody,1448	-0.711743772241993,4.62633451957295,5.33807829181495,9.9644128113879
20170417121500-739	20170417121500	1	washingtontimes.com	http://www.washingtontimes.com/news/2017/apr/17/the-latest-only-1-victim-linked-to-facebook-murder/	KILL#12##3#Cleveland,Ohio,United States#US#USOH#41.4995#-81.6954#1066654;CRISISLEX_T03_DEAD#12##3#Cleveland,Ohio,United States#US#USOH#41.4995#-81.6954#1066654;KILL#12##2#Michigan,United States#US#USMI#43.3504#-84.5603#MI;CRISISLEX_T03_DEAD#12##2#Michigan,United States#US#USMI#43.3504#-84.5603#MI;	KILL#12##3#Cleveland,Ohio,United States#US#USOH#41.4995#-81.6954#1066654#323;CRISISLEX_T03_DEAD#12##3#Cleveland,Ohio,United States#US#USOH#41.4995#-81.6954#1066654#323;KILL#12##2#Michigan,United States#US#USMI#43.3504#-84.5603#MI#1529;CRISISLEX_T03_DEAD#12##2#Michigan,United States#US#USMI#43.3504#-84.5603#MI#1529;	MEDIA_SOCIAL;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;KILL;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_VICTIMS;CRISISLEX_CRISISLEXREC;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;CRISISLEX_T03_DEAD;SOC_GENERALCRIME;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_MAN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_MSM;	MEDIA_MSM,1732;MEDIA_SOCIAL,105;MEDIA_SOCIAL,257;MEDIA_SOCIAL,1152;MEDIA_SOCIAL,1527;WB_678_DIGITAL_GOVERNMENT,1732;WB_694_BROADCAST_AND_MEDIA,1732;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1732;WB_2024_ANTI_CORRUPTION_AUTHORITIES,954;WB_2024_ANTI_CORRUPTION_AUTHORITIES,1687;WB_696_PUBLIC_SECTOR_MANAGEMENT,954;WB_696_PUBLIC_SECTOR_MANAGEMENT,1687;WB_840_JUSTICE,954;WB_840_JUSTICE,1687;WB_2025_INVESTIGATION
20170417121500-740	20170417121500	1	iheart.com	http://y100florida.iheart.com/articles/weird-news-104673/goat-saves-family-from-fire-15744360/			TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_GOAT;MANMADE_DISASTER;MANMADE_DISASTER_HOUSE_FIRE;DISASTER_FIRE;TAX_FNCACT;TAX_FNCACT_FATHER;	MANMADE_DISASTER_HOUSE_FIRE,80;DISASTER_FIRE,80;TAX_WORLDMAMMALS_GOAT,27;TAX_WORLDMAMMALS_GOAT,217;TAX_WORLDMAMMALS_GOAT,413;TAX_FNCACT_FATHER,496;	2#Arkansas,United States#US#USAR#34.9513#-92.3809#AR;3#Poinsett County,Arkansas,United States#US#USAR#35.5667#-90.6501#69174	3#Poinsett County,Arkansas,United States#US#USAR#AR111#35.5667#-90.6501#69174#168;2#Arkansas,United States#US#USAR##34.9513#-92.3809#AR#11	abigail bruce	Abigail Bruce,106			2.77777777777778,4.62962962962963,1.85185185185185,6.48148148148148,22.2222222222222,0,98		wc:98,c12.1:2,c12.10:5,c12.13:1,c12.14:4,c12.3:1,c12.5:2,c12.7:1
20170417121500-741	20170417121500	1	timesrecordnews.com	http://www.timesrecordnews.com/story/life/tv/2017/04/16/survivor-jeff-varner-fired-after-outing-trans-contestant/100549594/					3#Hollywood,California,United States#US#USCA#34.0983#-118.327#1660757;2#North Carolina,United States#US#USNC#35.6411#-79.8431#NC	2#North Carolina,United States#US#USNC##35.6411#-79.8431#NC#358;3#Hollywood,California,United States#US#USCA#CA037#34.0983#-118.327#1660757#1415	zeke smith;jeff varner	Zeke Smith,160;Jeff Varner,127			-3.11284046692607,0.389105058365759,3.50194552529183,3.89105058365759,22.1789883268482,1.16731517509728,232		wc:232,c1.1:1,c12.1:14,c12.10:22,c12.12:7,c12.13:3,c12.14:12,c12.3:6,c12.4:5,c12.5:3,c12.7:12,c12.8:8,c12.9:13
20170417121500-742	20170417121500	1	chicagotribune.com	http://www.chicagotribune.com/news/nationworld/ct-uk-tomb-archbishop-remains-20170417-story.html			TAX_FNCACT;TAX_FNCACT_ARCHBISHOPS;CRISISLEX_C05_NEED_OF_SHELTERS;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_FNCACT_ARCHBISHOP;TAX_FNCACT_DIRECTOR;TAX_FNCACT_KING;	TAX_FNCACT_ARCHBISHOPS,63;TAX_FNCACT_ARCHBISHOPS,585;TAX_FNCACT_DIRECTOR,545;TAX_FNCACT_ARCHBISHOP,373;TAX_FNCACT_ARCHBISHOP,666;TAX_RELIGION_CHURCH,320;TAX_FNCACT_KING,719;CRISISLEX_C05_NEED_OF_SHELTERS,283;			richard bancroft;christopher woodward	Richard Bancroft,638;Christopher Woodward,566	garden museum	Garden Museum,154;Garden Museum,536	-1.48148148148148,0.740740740740741,2.22222222222222,2.96296296296296,22.962962962963,0,125		wc:125,c12.1:4,c12.10:4,c12.12:1,c12.13:3,c12.14:1,c12.4:3,c12.5:1,c12.7:1
